Ticker,Name,Weight,Shares,Price,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
MTCH UW Equity,Match Group Inc,--,--,33.86,,,,,,,,,,,,,
NVR UN Equity,NVR Inc,--,--,7715.5,,,,,,,,,,,,,
NTAP UW Equity,NetApp Inc,--,--,101.19,,,,,,,,,,,,,
ODFL UW Equity,Old Dominion Freight Line Inc,--,--,143.1,,,,,,,,,,,,,
DVA UN Equity,DaVita Inc,--,--,137.035,,,,,,,,,,,,,
HIG UN Equity,Hartford Insurance Group Inc/The,--,--,123.32,,,,,,,,,,,,,
IRM UN Equity,Iron Mountain Inc,--,--,94.19,,,,,,,,,,,,,
EL UN Equity,Estee Lauder Cos Inc/The,--,--,90.32,,,,,,,,,,,,,
CDNS UW Equity,Cadence Design Systems Inc,--,--,355.85,,,,,,,,,,,,,
TYL UN Equity,Tyler Technologies Inc,--,--,581.75,,,,,,,,,,,,,
UHS UN Equity,Universal Health Services Inc,--,--,164.07,,,,,,,,,,,,,
SWKS UW Equity,Skyworks Solutions Inc,--,--,67.53,,,,,,,,,,,,,
DGX UN Equity,Quest Diagnostics Inc,--,--,170.89,,,,,,,,,,,,,
ROK UN Equity,Rockwell Automation Inc,--,--,341.9,,,,,,,,,,,,,
KHC UW Equity,Kraft Heinz Co/The,--,--,27.315,,,,,,,,,,,,,
AMT UN Equity,American Tower Corp,--,--,212.3,,,,,,,,,,,,,
REGN UW Equity,Regeneron Pharmaceuticals Inc,--,--,547.0,,,,,,,,,,,,,
AMZN UW Equity,Amazon.com Inc,--,--,213.88,,,,,,,,,,,,,
JKHY UW Equity,Jack Henry & Associates Inc,--,--,167.77,,,,,,,,,,,,,
RL UN Equity,Ralph Lauren Corp,--,--,292.73,,,,,,,,,,,,,
BXP UN Equity,BXP Inc,--,--,64.67,,,,,,,,,,,,,
APH UN Equity,Amphenol Corp,--,--,104.67,,,,,,,,,,,,,
HWM UN Equity,Howmet Aerospace Inc,--,--,184.34,,,,,,,,,,,,,
VLO UN Equity,Valero Energy Corp,--,--,132.97,,,,,,,,,,,,,
SNPS UW Equity,Synopsys Inc,--,--,617.82,,,,,,,,,,,,,
CHRW UW Equity,CH Robinson Worldwide Inc,--,--,113.4,,,,,,,,,,,,,
ACN UN Equity,Accenture PLC,--,--,256.78,,,,,,,,,,,,,
TDG UN Equity,TransDigm Group Inc,--,--,1576.5601,,,,,,,,,,,,,
YUM UN Equity,Yum! Brands Inc,--,--,145.52,,,,,,,,,,,,,
PLD UN Equity,Prologis Inc,--,--,105.26,,,,,,,,,,,,,
FE UN Equity,FirstEnergy Corp,--,--,43.21,,,,,,,,,,,,,
VRSN UW Equity,VeriSign Inc,--,--,264.93,,,,,,,,,,,,,
PWR UN Equity,Quanta Services Inc,--,--,395.03,,,,,,,,,,,,,
HSIC UW Equity,Henry Schein Inc,--,--,67.99,,,,,,,,,,,,,
AEE UN Equity,Ameren Corp,--,--,102.56,,,,,,,,,,,,,
FDS UN Equity,FactSet Research Systems Inc,--,--,389.52,,,,,,,,,,,,,
NVDA UW Equity,NVIDIA Corp,--,--,173.04,,,,,,,,,,,,,
CTSH UW Equity,Cognizant Technology Solutions Corp,--,--,70.4,,,,,,,,,,,,,
ISRG UW Equity,Intuitive Surgical Inc,--,--,481.03,,,,,,,,,,,,,
TTWO UW Equity,Take-Two Interactive Software Inc,--,--,220.64,,,,,,,,,,,,,
RSG UN Equity,Republic Services Inc,--,--,231.46,,,,,,,,,,,,,
EBAY UW Equity,eBay Inc,--,--,91.82,,,,,,,,,,,,,
GS UN Equity,Goldman Sachs Group Inc/The,--,--,708.61,,,,,,,,,,,,,
SBAC UW Equity,SBA Communications Corp,--,--,227.69,,,,,,,,,,,,,
SRE UN Equity,Sempra,--,--,81.43,,,,,,,,,,,,,
MCO UN Equity,Moody's Corp,--,--,498.82,,,,,,,,,,,,,
ON UW Equity,ON Semiconductor Corp,--,--,56.73,,,,,,,,,,,,,
BKNG UW Equity,Booking Holdings Inc,--,--,5349.4399,,,,,,,,,,,,,
FFIV UW Equity,F5 Inc,--,--,306.14,,,,,,,,,,,,,
AKAM UW Equity,Akamai Technologies Inc,--,--,74.68,,,,,,,,,,,,,
CRL UN Equity,Charles River Laboratories International Inc,--,--,165.69,,,,,,,,,,,,,
MKTX UW Equity,MarketAxess Holdings Inc,--,--,206.14,,,,,,,,,,,,,
DVN UN Equity,Devon Energy Corp,--,--,32.09,,,,,,,,,,,,,
TECH UW Equity,Bio-Techne Corp,--,--,54.435,,,,,,,,,,,,,
GOOGL UW Equity,Alphabet Inc,--,--,188.92,,,,,,,,,,,,,
ALLE UN Equity,Allegion plc,--,--,165.16,,,,,,,,,,,,,
NFLX UW Equity,Netflix Inc,--,--,1156.8199,,,,,,,,,,,,,
WBD UW Equity,Warner Bros Discovery Inc,--,--,12.87,,,,,,,,,,,,,
A UN Equity,Agilent Technologies Inc,--,--,113.25,,,,,,,,,,,,,
TRMB UW Equity,Trimble Inc,--,--,81.8,,,,,,,,,,,,,
ELV UN Equity,Elevance Health Inc,--,--,276.82,,,,,,,,,,,,,
CME UW Equity,CME Group Inc,--,--,280.64,,,,,,,,,,,,,
DTE UN Equity,DTE Energy Co,--,--,138.98,,,,,,,,,,,,,
NDAQ UW Equity,Nasdaq Inc,--,--,94.84,,,,,,,,,,,,,
PM UN Equity,Philip Morris International Inc,--,--,164.64,,,,,,,,,,,,,
CRM UN Equity,Salesforce Inc,--,--,250.69,,,,,,,,,,,,,
IR UN Equity,Ingersoll Rand Inc,--,--,75.22,,,,,,,,,,,,,
HII UN Equity,Huntington Ingalls Industries Inc,--,--,270.48,,,,,,,,,,,,,
ROP UW Equity,Roper Technologies Inc,--,--,542.09,,,,,,,,,,,,,
MET UN Equity,MetLife Inc,--,--,73.54,,,,,,,,,,,,,
TPR UN Equity,Tapestry Inc,--,--,105.14,,,,,,,,,,,,,
CSX UW Equity,CSX Corp,--,--,35.185,,,,,,,,,,,,,
EW UN Equity,Edwards Lifesciences Corp,--,--,79.3,,,,,,,,,,,,,
AMP UN Equity,Ameriprise Financial Inc,--,--,503.75,,,,,,,,,,,,,
ZBRA UW Equity,Zebra Technologies Corp,--,--,332.45,,,,,,,,,,,,,
ZBH UN Equity,Zimmer Biomet Holdings Inc,--,--,90.46,,,,,,,,,,,,,
CBRE UN Equity,CBRE Group Inc,--,--,153.59,,,,,,,,,,,,,
CPT UN Equity,Camden Property Trust,--,--,107.52,,,,,,,,,,,,,
MA UN Equity,Mastercard Inc,--,--,557.45,,,,,,,,,,,,,
DDOG UW Equity,Datadog Inc,--,--,134.805,,,,,,,,,,,,,
KMX UN Equity,CarMax Inc,--,--,55.84,,,,,,,,,,,,,
ICE UN Equity,Intercontinental Exchange Inc,--,--,183.47,,,,,,,,,,,,,
SW UN Equity,Smurfit WestRock PLC,--,--,43.86,,,,,,,,,,,,,
FIS UN Equity,Fidelity National Information Services Inc,--,--,78.41,,,,,,,,,,,,,
CMG UN Equity,Chipotle Mexican Grill Inc,--,--,42.555,,,,,,,,,,,,,
WYNN UW Equity,Wynn Resorts Ltd,--,--,107.03,,,,,,,,,,,,,
LYV UN Equity,Live Nation Entertainment Inc,--,--,145.66,,,,,,,,,,,,,
AIZ UN Equity,Assurant Inc,--,--,186.53,,,,,,,,,,,,,
NRG UN Equity,NRG Energy Inc,--,--,166.77,,,,,,,,,,,,,
RF UN Equity,Regions Financial Corp,--,--,24.85,,,,,,,,,,,,,
MNST UW Equity,Monster Beverage Corp,--,--,59.28,,,,,,,,,,,,,
MOS UN Equity,Mosaic Co/The,--,--,35.2,,,,,,,,,,,,,
BKR UW Equity,Baker Hughes Co,--,--,43.7,,,,,,,,,,,,,
EXPE UW Equity,Expedia Group Inc,--,--,176.3,,,,,,,,,,,,,
KMB UW Equity,Kimberly-Clark Corp,--,--,130.34,,,,,,,,,,,,,
CF UN Equity,CF Industries Holdings Inc,--,--,91.29,,,,,,,,,,,,,
LDOS UN Equity,Leidos Holdings Inc,--,--,159.77,,,,,,,,,,,,,
APA UW Equity,APA Corp,--,--,18.32,,,,,,,,,,,,,
TKO UN Equity,TKO Group Holdings Inc,--,--,165.53,,,,,,,,,,,,,
GOOG UW Equity,Alphabet Inc,--,--,189.89,,,,,,,,,,,,,
FSLR UW Equity,First Solar Inc,--,--,183.77,,,,,,,,,,,,,
V UN Equity,Visa Inc,--,--,338.91,,,,,,,,,,,,,
MAA UN Equity,Mid-America Apartment Communities Inc,--,--,140.895,,,,,,,,,,,,,
XYL UN Equity,Xylem Inc/NY,--,--,141.67,,,,,,,,,,,,,
MPC UN Equity,Marathon Petroleum Corp,--,--,165.31,,,,,,,,,,,,,
AMD UW Equity,Advanced Micro Devices Inc,--,--,171.35,,,,,,,,,,,,,
TSCO UW Equity,Tractor Supply Co,--,--,57.08,,,,,,,,,,,,,
RMD UN Equity,ResMed Inc,--,--,277.695,,,,,,,,,,,,,
MTD UN Equity,Mettler-Toledo International Inc,--,--,1173.61,,,,,,,,,,,,,
J UN Equity,Jacobs Solutions Inc,--,--,139.155,,,,,,,,,,,,,
CPRT UW Equity,Copart Inc,--,--,45.53,,,,,,,,,,,,,
VICI UN Equity,VICI Properties Inc,--,--,33.15,,,,,,,,,,,,,
FTNT UW Equity,Fortinet Inc,--,--,97.24,,,,,,,,,,,,,
ALB UN Equity,Albemarle Corp,--,--,68.33,,,,,,,,,,,,,
MRNA UW Equity,Moderna Inc,--,--,27.2,,,,,,,,,,,,,
ESS UN Equity,Essex Property Trust Inc,--,--,257.75,,,,,,,,,,,,,
CSGP UW Equity,CoStar Group Inc,--,--,94.04,,,,,,,,,,,,,
O UN Equity,Realty Income Corp,--,--,56.37,,,,,,,,,,,,,
PLTR UW Equity,Palantir Technologies Inc,--,--,155.63,,,,,,,,,,,,,
WAB UN Equity,Westinghouse Air Brake Technologies Corp,--,--,186.29,,,,,,,,,,,,,
POOL UW Equity,Pool Corp,--,--,309.71,,,,,,,,,,,,,
WDC UW Equity,Western Digital Corp,--,--,75.87,,,,,,,,,,,,,
PEP UW Equity,PepsiCo Inc,--,--,139.63,,,,,,,,,,,,,
TEL UN Equity,TE Connectivity PLC,--,--,201.28,,,,,,,,,,,,,
FANG UW Equity,Diamondback Energy Inc,--,--,146.69,,,,,,,,,,,,,
PANW UW Equity,Palo Alto Networks Inc,--,--,173.8,,,,,,,,,,,,,
NOW UN Equity,ServiceNow Inc,--,--,913.68,,,,,,,,,,,,,
CHD UN Equity,Church & Dwight Co Inc,--,--,93.83,,,,,,,,,,,,,
FRT UN Equity,Federal Realty Investment Trust,--,--,90.58,,,,,,,,,,,,,
MGM UN Equity,MGM Resorts International,--,--,35.93,,,,,,,,,,,,,
AEP UW Equity,American Electric Power Co Inc,--,--,113.53,,,,,,,,,,,,,
INVH UN Equity,Invitation Homes Inc,--,--,30.22,,,,,,,,,,,,,
PTC UW Equity,PTC Inc,--,--,211.32,,,,,,,,,,,,,
JBHT UW Equity,JB Hunt Transport Services Inc,--,--,139.87,,,,,,,,,,,,,
LRCX UW Equity,Lam Research Corp,--,--,95.63,,,,,,,,,,,,,
MHK UN Equity,Mohawk Industries Inc,--,--,115.9,,,,,,,,,,,,,
PNR UN Equity,Pentair PLC,--,--,100.48,,,,,,,,,,,,,
GEHC UW Equity,GE HealthCare Technologies Inc,--,--,69.96,,,,,,,,,,,,,
VRTX UW Equity,Vertex Pharmaceuticals Inc,--,--,461.63,,,,,,,,,,,,,
AMCR UN Equity,Amcor PLC,--,--,9.28,,,,,,,,,,,,,
META UW Equity,Meta Platforms Inc,--,--,748.91,,,,,,,,,,,,,
TMUS UW Equity,T-Mobile US Inc,--,--,237.99,,,,,,,,,,,,,
URI UN Equity,United Rentals Inc,--,--,855.49,,,,,,,,,,,,,
HON UW Equity,Honeywell International Inc,--,--,218.09,,,,,,,,,,,,,
ARE UN Equity,Alexandria Real Estate Equities Inc,--,--,76.16,,,,,,,,,,,,,
DAL UN Equity,Delta Air Lines Inc,--,--,50.945,,,,,,,,,,,,,
STX UW Equity,Seagate Technology Holdings PLC,--,--,153.37,,,,,,,,,,,,,
UAL UW Equity,United Airlines Holdings Inc,--,--,84.665,,,,,,,,,,,,,
NWS UW Equity,News Corp,--,--,33.26,,,,,,,,,,,,,
CNC UN Equity,Centene Corp,--,--,25.96,,,,,,,,,,,,,
XYZ UN Equity,Block Inc,--,--,73.9,,,,,,,,,,,,,
MLM UN Equity,Martin Marietta Materials Inc,--,--,574.64,,,,,,,,,,,,,
APO UN Equity,Apollo Global Management Inc,--,--,137.18,,,,,,,,,,,,,
TER UW Equity,Teradyne Inc,--,--,102.98,,,,,,,,,,,,,
PYPL UW Equity,PayPal Holdings Inc,--,--,66.72,,,,,,,,,,,,,
TSLA UW Equity,Tesla Inc,--,--,304.3,,,,,,,,,,,,,
BLK UN Equity,Blackrock Inc,--,--,1089.025,,,,,,,,,,,,,
ACGL UW Equity,Arch Capital Group Ltd,--,--,87.52,,,,,,,,,,,,,
KKR UN Equity,KKR & Co Inc,--,--,140.88,,,,,,,,,,,,,
DOW UN Equity,Dow Inc,--,--,22.12,,,,,,,,,,,,,
EG UN Equity,Everest Group Ltd,--,--,330.37,,,,,,,,,,,,,
TDY UN Equity,Teledyne Technologies Inc,--,--,542.04,,,,,,,,,,,,,
GEV UN Equity,GE Vernova Inc,--,--,652.86,,,,,,,,,,,,,
DPZ UW Equity,Domino's Pizza Inc,--,--,464.85,,,,,,,,,,,,,
NWSA UW Equity,News Corp,--,--,29.02,,,,,,,,,,,,,
EXC UW Equity,Exelon Corp,--,--,44.77,,,,,,,,,,,,,
GPN UN Equity,Global Payments Inc,--,--,77.89,,,,,,,,,,,,,
CCI UN Equity,Crown Castle Inc,--,--,106.75,,,,,,,,,,,,,
ALGN UW Equity,Align Technology Inc,--,--,135.8,,,,,,,,,,,,,
KVUE UN Equity,Kenvue Inc,--,--,21.545,,,,,,,,,,,,,
TRGP UN Equity,Targa Resources Corp,--,--,163.32,,,,,,,,,,,,,
BG UN Equity,Bunge Global SA,--,--,78.1,,,,,,,,,,,,,
DECK UN Equity,Deckers Outdoor Corp,--,--,102.83,,,,,,,,,,,,,
LKQ UW Equity,LKQ Corp,--,--,29.63,,,,,,,,,,,,,
WDAY UW Equity,Workday Inc,--,--,225.38,,,,,,,,,,,,,
ZTS UN Equity,Zoetis Inc,--,--,146.96,,,,,,,,,,,,,
COIN UW Equity,Coinbase Global Inc,--,--,315.74,,,,,,,,,,,,,
DLR UN Equity,Digital Realty Trust Inc,--,--,171.84,,,,,,,,,,,,,
EQIX UW Equity,Equinix Inc,--,--,769.97,,,,,,,,,,,,,
LVS UN Equity,Las Vegas Sands Corp,--,--,52.3,,,,,,,,,,,,,
MOH UN Equity,Molina Healthcare Inc,--,--,155.79,,,,,,,,,,,,,
